review_priority,rule_uid,rule_id,title,dimension,risk_level,trigger_layer,semantic_enabled,semantic_role,current_route,old_routing_route,recommended_route,route_changed,trigger_clarity,legal_interpretation_level,fact_verification_level,risk_severity,operator_fixability,calibration_status,conflict_flags,recommendation_reasons,source_file
medium,RUID-724598440ad3ee63,GAME-OTH-001,禁止在针对未成年人的大众传播媒介上发布不利于未成年人身心健康的网络游戏广告,未成年人保护,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-838a8c63391b101f,GAME-OTH-001,禁止向未成年人提供管制刀具或可能致人严重伤害的器具,其他,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国未成年人保护法（2024修正）_2024.04.26生效_20260615下载_规则拆解_v1.json
medium,RUID-0dc74011a536f7dd,GAME-OTH-001,禁止利用互联网发布烟草（含电子烟）广告,其他,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-6baad48b642096d2,GAME-OTH-001,禁止使用夸张标题，内容与标题严重不符,其他,中,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_网络信息内容生态治理规定_2020.03.01生效_20260615下载_规则拆解_v1.json
medium,RUID-ca0724ebfb96bce9,GAME-OTH-002,禁止利用互联网发布处方药广告,其他,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-1bd24b363d2b8bea,GAME-OTH-002,禁止炒作绯闻、丑闻、劣迹等,其他,中,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_网络信息内容生态治理规定_2020.03.01生效_20260615下载_规则拆解_v1.json
medium,RUID-a84471acc8e7063d,GAME-OTHER-001,广告不得贬低其他生产经营者的商品或者服务,其他,中,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-650a2d195cdf6724,GAME-OTHER-001,游戏类广告不得使用真实军用枪械装备及军用标识,其他,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260706_B站广告推广平台审核规范_规则拆解_v1.json
medium,RUID-98e77b57a7749728,GAME-OTHER-002,广告中不得假冒他人专利,虚假宣传,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,clear,low,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-11072b7051c09786,GAME-OTHER-003,广告中不得贬低其他生产经营者的商品或服务,虚假宣传,中,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,medium,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-46d9c6e9b306dbb7,GAME-PAT-002,未取得专利权的，不得在广告中谎称取得专利权,虚假宣传,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,clear,low,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-4e15cdfcaeb4af48,GAME-PAT-003,禁止使用未授予专利权的专利申请和已经终止、撤销、无效的专利作广告,虚假宣传,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-e3588a6dbe726282,GAME-PAY-001,未成年人付费服务限制,未成年人保护,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_国家新闻出版署关于防止未成年人沉迷网络游戏的通知_2019.11.01生效_20260615下载_规则拆解_v1.json
medium,RUID-d6e5ebfd1c7b29cf,GAME-PLAT-001,成分/材质宣传需提供证明材料,虚假宣传,中,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,guided_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260706_小红书聚光帮助中心-文档_规则拆解_v1.json
medium,RUID-708a1b23c613d084,GAME-PLAT-001,广告中宣称人员具有院校背景需提供证明材料及任职证明,虚假宣传,中,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,guided_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260706_小红书聚光帮助中心-文档_规则拆解_v1.json
medium,RUID-b665a5a81c9c5d92,GAME-PLAT-001,游戏广告涉及医疗保健功效需完成行业认证,平台准入/资质不符,高,content,True,fallback,legal_review_required,operator_direct,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,legal_attention/routing不一致；content规则依赖重事实核验,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260706_小红书聚光帮助中心-文档_规则拆解_v1.json
medium,RUID-d8d788b3f89daab3,GAME-PROT-001,针对未成年人的大众传播媒介上不得发布不利于未成年人身心健康的网络游戏广告,未成年人保护,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-c5808d29f88b5958,GAME-PROT-001,禁止宣传不利于未成年人身心健康的游戏,未成年人保护,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260706_B站广告推广平台审核规范（二）_规则拆解_v1.json
medium,RUID-9523377dbc2e395f,GAME-PROT-002,移动游戏不得含有宣扬吸毒贩毒诱发未成年人模仿的内容,未成年人保护,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_关于印发《移动游戏内容规范（2016年版）》的通知音数协字【2016】第005号_规则拆解_v1.json
medium,RUID-cafa3f4b27d5f03d,GAME-PROT-003,针对不满十四周岁未成年人的商品或服务广告不得含有可能引发其模仿不安全行为的内容,未成年人保护,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-b0582382434a6009,GAME-PROT-003,移动游戏不得含有其他危害未成年人身心健康的内容,未成年人保护,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,high,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_关于印发《移动游戏内容规范（2016年版）》的通知音数协字【2016】第005号_规则拆解_v1.json
medium,RUID-f49bb059d259adeb,GAME-PROTECT-001,禁止发布含有危害未成年人身心健康内容的广告,未成年人保护,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国未成年人保护法（2024修正）_2024.04.26生效_20260615下载_规则拆解_v1.json
medium,RUID-c8ba974830e0c03a,GAME-PRV-001,处理不满十四周岁未成年人个人信息需征得监护人同意,未成年人保护,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,high,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国未成年人保护法（2024修正）_2024.04.26生效_20260615下载_规则拆解_v1.json
medium,RUID-2b2947f368984e5b,GAME-RISK-001,高风险内容（含游戏）严禁出现任何未成年人相关元素,未成年人保护,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260706_B站广告推广平台审核规范（二）_规则拆解_v1.json
medium,RUID-051265a35d3f5ac7,GAME-SEX-001,禁止性暗示及淫秽内容,其他,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260706_B站广告推广平台审核规范_规则拆解_v1.json
medium,RUID-d03431f14ff0c5f2,GAME-SOC-001,禁止渲染帮会、黑社会组织仪式,其他,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,contextual,medium,none,medium,guided_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260706_B站广告推广平台审核规范（二）_规则拆解_v1.json
medium,RUID-28e7a7d2d25ae606,GAME-SPEC-001,游戏游艺设备须符合国家或行业标准且不得危害未成年人安全健康,未成年人保护,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,high,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国未成年人保护法（2024修正）_2024.04.26生效_20260615下载_规则拆解_v1.json
medium,RUID-b26a1ea6f5e937a6,GAME-TIME-001,未成年人游戏时段和时长限制,未成年人保护,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_国家新闻出版署关于防止未成年人沉迷网络游戏的通知_2019.11.01生效_20260615下载_规则拆解_v1.json
medium,RUID-4aa3a16e997a9d41,GAME-URL-001,广告落地页需与推广内容一致且信息真实,虚假宣传,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260706_B站广告推广平台审核规范_规则拆解_v1.json
medium,RUID-7c25254bccd48252,GAME-USER-001,网络游戏用户账号实名注册制度,平台准入/资质不符,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_国家新闻出版署关于防止未成年人沉迷网络游戏的通知_2019.11.01生效_20260615下载_规则拆解_v1.json
medium,RUID-04dc95ac17b4d8b0,GAME-XHS-001,珠宝玉石鉴定证书材质一致性规则,虚假宣传,中,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260706_小红书聚光帮助中心-文档_规则拆解_v1.json
medium,RUID-50e1960c3642e5b5,GAME-未成年人保护-001,禁止在未成年人互联网媒介上发布不利于未成年人身心健康的网络游戏广告,未成年人保护,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_互联网广告管理办法_2023.05.01生效_20260615下载_规则拆解_v1.json
medium,RUID-b60852699e8ddd70,GEN-ABS-001,广告不得使用绝对化用语等红线内容,绝对化用语,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\20260623_中华人民共和国广告法_通用规则_v1.json
medium,RUID-83cc700ddeecd288,GEN-CLEAR-001,商品服务信息表示应准确清楚明白,价格促销误导,中,content,True,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,contextual,medium,heavy,medium,guided_fixable,human_confirmed,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\20260623_中华人民共和国广告法_通用规则_v1.json
medium,RUID-56eb9dfe9ffbe1a8,GEN-EDU-001,教育、培训广告不得含有对升学、通过考试等效果的保证性承诺,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-7fcdd8eeabb20892,GEN-EDU-002,教育、培训广告不得明示或暗示有考试机构或命题人员参与,虚假宣传,高,content,True,fallback,operator_supply_docs,operator_direct,operator_supply_docs,False,contextual,medium,light,high,guided_fixable,provisional,legal_attention/routing不一致,legal_attention.default_route 与旧 routing.default_route 不一致。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-8c62d78f59c1cfaa,GEN-EDU-003,教育、培训广告不得利用科研单位、学术机构等名义或形象作推荐、证明,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-d17e2e8d7db24657,GEN-ENDORSE-001,广告代言应真实并符合限制,广告代言不合规,中,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\20260623_中华人民共和国广告法_通用规则_v1.json
medium,RUID-d958618a8503a8de,GEN-FALSE-001,广告不得作虚假或引人误解宣传,虚假宣传,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,open,high,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\20260623_中华人民共和国广告法_通用规则_v1.json
medium,RUID-138dc488ef82aa23,GEN-OTH-001,酒类广告不得诱导、怂恿饮酒或宣传无节制饮酒,其他,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-62375abbfe82a164,GEN-OTH-002,酒类广告不得出现饮酒的动作,其他,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-09a809fecb03c791,GEN-OTH-003,酒类广告不得表现驾驶车、船、飞机等活动,其他,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-8401b6d95e3faea5,GEN-OTH-004,酒类广告不得明示或暗示饮酒有消除紧张和焦虑、增加体力等功效,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\美妆\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-8dda514382cdea98,GEN-POPUP-001,互联网弹窗广告应一键关闭,其他,中,content,False,fallback,operator_supply_docs,operator_supply_docs,operator_supply_docs,False,clear,low,heavy,medium,guided_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\20260623_中华人民共和国广告法_通用规则_v1.json
medium,RUID-4d7b4ffb626c816b,HF-001,保健食品广告不得含有功效、安全性的断言或保证,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-82d3fccf06c0518e,HF-001,保健食品广告内容不得超出注册/备案凭证及说明书范围,功效宣称,高,content,True,fallback,legal_review_required,legal_review_required,legal_review_required,False,contextual,medium,heavy,high,not_self_fixable,provisional,content规则依赖重事实核验,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-d65bef32d08d3476,HF-001-001,禁止保健食品广告涉及疾病治疗功能或使用医疗用语,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-c3511b0e7c2dc985,HF-001-001,保健食品标签说明书不得涉及疾病预防治疗功能,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_保健食品注册与备案管理办法（2020修订）_2020.10.23生效_20260617下载_规则拆解_v1.json
medium,RUID-3282b7e7f6fc4f3e,HF-001-001,保健食品广告不得含有表示功效、安全性的断言或者保证,功效宣称,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-1ebe8054ee853f3a,HF-001-002,保健食品标签说明书须声明'本品不能代替药物',警示语缺失,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_保健食品注册与备案管理办法（2020修订）_2020.10.23生效_20260617下载_规则拆解_v1.json
medium,RUID-165591db82effab3,HF-001-002,保健食品广告不得涉及疾病预防、治疗功能,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-5265f252e171fb12,HF-001-003,保健食品广告不得声称或暗示为保障健康所必需,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-354bf29f565043fa,HF-001-004,保健食品广告不得与药品、其他保健食品进行比较,功效宣称,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-02f4d529f6d0383c,HF-001-005,保健食品广告不得利用广告代言人作推荐、证明,广告代言不合规,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-22813ad5dfd13cd1,HF-001-007,保健食品广告应当显著标明'本品不能代替药物',警示语缺失,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\游戏\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-b2af3e129ef8e342,HF-002,保健食品广告不得涉及疾病预防、治疗功能,涉医疗宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,high,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-ec6f90793361339d,HF-002,保健食品广告须显著标明警示语及标志,警示语缺失,高,content,False,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_药品、医疗器械、保健食品、特殊医学用途配方食品广告审查管理暂行办法_2020.03.01生效_20260617下载_规则拆解_v1.json
medium,RUID-7a26290e1c1c2bac,HF-003,保健食品广告不得声称或暗示为保障健康所必需,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-4974507cb1230803,HF-004,保健食品广告不得与药品、其他保健食品进行比较,虚假宣传,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
medium,RUID-d79610014e487328,HF-005,保健食品广告不得利用广告代言人作推荐、证明,广告代言不合规,高,content,True,fallback,operator_direct,operator_direct,operator_direct,False,clear,low,none,medium,direct_fixable,provisional,高风险规则但运营直接处理,未发现明显字段冲突；可低优先级抽检。,D:\G-Vibe coding\广告合规审查智能体\知识图谱\jsonbase\保健食品\20260705_中华人民共和国广告法（2021修正）_2021.04.29生效_20260615下载_规则拆解_v1.json
